tract_id,tract_name,closest_stop_id
42101009500	Census Tract 95	553
42101009600	Census Tract 96	21401
42101013800	Census Tract 138	25172
42101013900	Census Tract 139	21078
42101014000	Census Tract 140	3068
42101014100	Census Tract 141	21001
42101014200	Census Tract 142	24039
42101014300	Census Tract 143	684
42101014400	Census Tract 144	18082
42101014500	Census Tract 145	16277
42101014600	Census Tract 146	16114
42101014700	Census Tract 147	25384
42101014800	Census Tract 148	25480
42101014900	Census Tract 149	25373
42101015200	Census Tract 152	3146
42101015300	Census Tract 153	3051
42101015600	Census Tract 156	25395
42101019000	Census Tract 190	17905
42101019100	Census Tract 191	17902
42101019200	Census Tract 192	17866
42101019700	Census Tract 197	32328
42101019800	Census Tract 198	16157
42101019900	Census Tract 199	17367
42101020000	Census Tract 200	30065
42101020200	Census Tract 202	18161
42101020300	Census Tract 203	17302
42101020400	Census Tract 204	22060
42101020500	Census Tract 205	23272
42101020600	Census Tract 206	24726
42101001300	Census Tract 13	32440
42101001400	Census Tract 14	2679
42101001500	Census Tract 15	22249
42101001600	Census Tract 16	17552
42101001700	Census Tract 17	17546
42101001800	Census Tract 18	16835
42101001900	Census Tract 19	2663
42101002000	Census Tract 20	24663
42101002100	Census Tract 21	21304
42101002200	Census Tract 22	3032
42101002300	Census Tract 23	16509
42101002400	Census Tract 24	24754
42101002500	Census Tract 25	24681
42101002900	Census Tract 29	24220
42101003100	Census Tract 31	21301
42101005000	Census Tract 50	21279
42101005400	Census Tract 54	19550
42101005500	Census Tract 55	19660
42101005600	Census Tract 56	19560
42101006000	Census Tract 60	19570
42101006100	Census Tract 61	24943
42101006200	Census Tract 62	20914
42101006300	Census Tract 63	20708
42101010000	Census Tract 100	21396
42101010100	Census Tract 101	21042
42101010200	Census Tract 102	24514
42101010300	Census Tract 103	21697
42101010400	Census Tract 104	21472
42101010500	Census Tract 105	21634
42101010600	Census Tract 106	21510
42101010700	Census Tract 107	21560
42101010800	Census Tract 108	21617
42101010900	Census Tract 109	22323
42101011000	Census Tract 110	22298
42101011100	Census Tract 111	20679
42101011200	Census Tract 112	24510
42101011300	Census Tract 113	24475
42101011400	Census Tract 114	21802
42101015700	Census Tract 157	25399
42101015800	Census Tract 158	24032
42101016000	Census Tract 160	16335
42101016100	Census Tract 161	16328
42101016200	Census Tract 162	16362
42101016300	Census Tract 163	17648
42101016400	Census Tract 164	26048
42101016500	Census Tract 165	16103
42101016600	Census Tract 166	16225
42101016800	Census Tract 168	3160
42101003901	Census Tract 39.01	3037
42101016902	Census Tract 169.02	16393
42101016901	Census Tract 169.01	16389
42101020700	Census Tract 207	24731
42101020800	Census Tract 208	16530
42101020900	Census Tract 209	12304
42101021000	Census Tract 210	30744
42101021100	Census Tract 211	14061
42101021200	Census Tract 212	6842
42101021300	Census Tract 213	19694
42101021400	Census Tract 214	16039
42101021500	Census Tract 215	16042
42101021600	Census Tract 216	18383
42101024100	Census Tract 241	18234
42101024200	Census Tract 242	17128
42101024300	Census Tract 243	28682
42101024400	Census Tract 244	16440
42101024500	Census Tract 245	27968
42101024600	Census Tract 246	15924
42101024700	Census Tract 247	15671
42101024800	Census Tract 248	15582
42101024900	Census Tract 249	24794
42101025200	Census Tract 252	18246
42101025300	Census Tract 253	15518
42101025400	Census Tract 254	17519
42101025500	Census Tract 255	18294
42101025600	Census Tract 256	18026
42101028300	Census Tract 283	22178
42101028400	Census Tract 284	28692
42101028500	Census Tract 285	24586
42101028600	Census Tract 286	24583
42101028700	Census Tract 287	22074
42101028800	Census Tract 288	22153
42101029000	Census Tract 290	24577
42101029100	Census Tract 291	24688
42101029200	Census Tract 292	23319
42101029300	Census Tract 293	18067
42101029400	Census Tract 294	17993
42101029800	Census Tract 298	27722
42101033300	Census Tract 333	23490
42101033400	Census Tract 334	23104
42101033500	Census Tract 335	20474
42101033600	Census Tract 336	23484
42101033800	Census Tract 338	30044
42101033900	Census Tract 339	23753
42101034000	Census Tract 340	23528
42101034100	Census Tract 341	23531
42101034200	Census Tract 342	22973
42101980200	Census Tract 9802	23115
42101034400	Census Tract 344	22420
42101034600	Census Tract 346	23401
42101006400	Census Tract 64	19637
42101006500	Census Tract 65	20787
42101006600	Census Tract 66	20717
42101036301	Census Tract 363.01	22584
42101036400	Census Tract 364	22604
42101036600	Census Tract 366	30893
42101034803	Census Tract 348.03	23849
42101034702	Census Tract 347.02	23341
42101036202	Census Tract 362.02	22670
42101003800	Census Tract 38	24369
42101008302	Census Tract 83.02	676
42101017602	Census Tract 176.02	17652
42101001002	Census Tract 10.02	17560
42101001001	Census Tract 10.01	25097
42101000402	Census Tract 4.02	34
42101000401	Census Tract 4.01	10281
42101012204	Census Tract 122.04	21578
42101012203	Census Tract 122.03	643
42101013602	Census Tract 136.02	16560
42101034501	Census Tract 345.01	22430
42101034502	Census Tract 345.02	26130
42101001102	Census Tract 11.02	24331
42101000902	Census Tract 9.02	25089
42101000901	Census Tract 9.01	25085
42101017201	Census Tract 172.01	3110
42101017202	Census Tract 172.02	20532
42101027401	Census Tract 274.01	26064
42101020101	Census Tract 201.01	4329
42101020102	Census Tract 201.02	18167
42101031101	Census Tract 311.01	15861
42101031102	Census Tract 311.02	20487
42101019502	Census Tract 195.02	17655
42101019501	Census Tract 195.01	18059
42101028901	Census Tract 289.01	22084
42101028902	Census Tract 289.02	22145
42101033101	Census Tract 331.01	22356
42101033102	Census Tract 331.02	22361
42101031501	Census Tract 315.01	21939
42101030501	Census Tract 305.01	15886
42101030502	Census Tract 305.02	16731
42101009802	Census Tract 98.02	19470
42101018001	Census Tract 180.01	13107
42101017702	Census Tract 177.02	15030
42101017701	Census Tract 177.01	4365
42101035602	Census Tract 356.02	30589
42101035701	Census Tract 357.01	22956
42101035702	Census Tract 357.02	22953
42101035601	Census Tract 356.01	22876
42101015101	Census Tract 151.01	15990
42101015102	Census Tract 151.02	17885
42101036501	Census Tract 365.01	23154
42101980400	Census Tract 9804	29440
42101013402	Census Tract 134.02	2754
42101013401	Census Tract 134.01	2863
42101013601	Census Tract 136.01	4550
42101037900	Census Tract 379	24107
42101038200	Census Tract 382	24019
42101038000	Census Tract 380	24012
42101038100	Census Tract 381	22519
42101038400	Census Tract 384	16141
42101000100	Census Tract 1	18093
42101000200	Census Tract 2	16846
42101000300	Census Tract 3	14911
42101000500	Census Tract 5	10258
42101000600	Census Tract 6	16844
42101000700	Census Tract 7	30327
42101003200	Census Tract 32	24230
42101003300	Census Tract 33	24644
42101003600	Census Tract 36	24301
42101003701	Census Tract 37.01	25140
42101003702	Census Tract 37.02	25137
42101004101	Census Tract 41.01	24283
42101004002	Census Tract 40.02	16588
42101003902	Census Tract 39.02	3052
42101004001	Census Tract 40.01	24253
42101004102	Census Tract 41.02	18492
42101004202	Census Tract 42.02	17373
42101004201	Census Tract 42.01	24262
42101007900	Census Tract 79	24854
42101008000	Census Tract 80	21738
42101008200	Census Tract 82	21820
42101017601	Census Tract 176.01	18063
42101008301	Census Tract 83.01	22136
42101008400	Census Tract 84	24461
42101008500	Census Tract 85	21377
42101009000	Census Tract 90	21524
42101009100	Census Tract 91	20638
42101009200	Census Tract 92	30823
42101009300	Census Tract 93	21744
42101006700	Census Tract 67	24432
42101006900	Census Tract 69	20950
42101007000	Census Tract 70	20746
42101007200	Census Tract 72	20864
42101007300	Census Tract 73	20869
42101007400	Census Tract 74	21720
42101007700	Census Tract 77	20737
42101007800	Census Tract 78	20812
42101011500	Census Tract 115	20581
42101011700	Census Tract 117	24492
42101011800	Census Tract 118	24479
42101011900	Census Tract 119	21763
42101012000	Census Tract 120	3566
42101012100	Census Tract 121	22206
42101012500	Census Tract 125	2802
42101013100	Census Tract 131	16283
42101013200	Census Tract 132	16121
42101013300	Census Tract 133	3031
42101013500	Census Tract 135	2801
42101013700	Census Tract 137	2908
42101017000	Census Tract 170	4346
42101017100	Census Tract 171	14949
42101017300	Census Tract 173	2684
42101017400	Census Tract 174	20521
42101017500	Census Tract 175	16264
42101017800	Census Tract 178	23946
42101017900	Census Tract 179	5608
42101018300	Census Tract 183	23802
42101018400	Census Tract 184	23807
42101018800	Census Tract 188	24141
42101021700	Census Tract 217	15392
42101021800	Census Tract 218	519
42101021900	Census Tract 219	16172
42101022000	Census Tract 220	12397
42101980100	Census Tract 9801	8521
42101023100	Census Tract 231	15436
42101023500	Census Tract 235	788
42101023600	Census Tract 236	16462
42101023700	Census Tract 237	15494
42101023800	Census Tract 238	18267
42101023900	Census Tract 239	20553
42101024000	Census Tract 240	24340
42101025700	Census Tract 257	1051
42101025800	Census Tract 258	16985
42101025900	Census Tract 259	15432
42101026000	Census Tract 260	15453
42101026100	Census Tract 261	18302
42101026200	Census Tract 262	15488
42101034801	Census Tract 348.01	22440
42101026302	Census Tract 263.02	11138
42101026400	Census Tract 264	18255
42101026500	Census Tract 265	24797
42101026600	Census Tract 266	28451
42101026700	Census Tract 267	24801
42101026800	Census Tract 268	31343
42101029900	Census Tract 299	17847
42101030000	Census Tract 300	23968
42101030100	Census Tract 301	24833
42101030200	Census Tract 302	23595
42101030600	Census Tract 306	15850
42101030700	Census Tract 307	16433
42101030800	Census Tract 308	22857
42101030900	Census Tract 309	22850
42101031000	Census Tract 310	20478
42101031200	Census Tract 312	5622
42101031300	Census Tract 313	15751
42101031600	Census Tract 316	22344
42101031700	Census Tract 317	22466
42101036303	Census Tract 363.03	23896
42101034701	Census Tract 347.01	22436
42101034802	Census Tract 348.02	23918
42101034900	Census Tract 349	22780
42101035100	Census Tract 351	22559
42101035200	Census Tract 352	22687
42101035301	Census Tract 353.01	23854
42101026301	Census Tract 263.01	17559
42101000804	Census Tract 8.04	3042
42101001202	Census Tract 12.02	35
42101001201	Census Tract 12.01	22236
42101000803	Census Tract 8.03	309
42101980900	Census Tract 9809	31621
42101002702	Census Tract 27.02	24210
42101003002	Census Tract 30.02	3058
42101003001	Census Tract 30.01	24193
42101002802	Census Tract 28.02	24198
42101980700	Census Tract 9807	18141
42101002701	Census Tract 27.01	24213
42101980600	Census Tract 9806	363
42101033701	Census Tract 337.01	23111
42101033702	Census Tract 337.02	23823
42101031502	Census Tract 315.02	22457
42101031401	Census Tract 314.01	5641
42101031402	Census Tract 314.02	23044
42101016701	Census Tract 167.01	2670
42101016702	Census Tract 167.02	3026
42101027901	Census Tract 279.01	15499
42101027902	Census Tract 279.02	24598
42101008101	Census Tract 81.01	198
42101007102	Census Tract 71.02	21712
42101008802	Census Tract 88.02	22230
42101008702	Census Tract 87.02	21429
42101008701	Census Tract 87.01	22156
42101008102	Census Tract 81.02	24523
42101008602	Census Tract 86.02	25587
42101037500	Census Tract 375	20576
42101980800	Census Tract 9808	19473
42101018002	Census Tract 180.02	21113
42101008801	Census Tract 88.01	21363
42101012201	Census Tract 122.01	30935
42101009801	Census Tract 98.01	21670
42101007101	Census Tract 71.01	20819
42101002801	Census Tract 28.01	18500
42101980500	Census Tract 9805	18589
42101000801	Census Tract 8.01	315
42101001101	Census Tract 11.01	32128
42101027402	Census Tract 274.02	16959
42101008601	Census Tract 86.01	22122
42101036502	Census Tract 365.02	23324
42101036700	Census Tract 367	22029
42101037600	Census Tract 376	16850
42101038600	Census Tract 386	1308
42101038500	Census Tract 385	26514
42101038700	Census Tract 387	26517
42101038800	Census Tract 388	17017
42101038900	Census Tract 389	18250
42101980000	Census Tract 9800	31684
42101026900	Census Tract 269	24704
42101027000	Census Tract 270	24810
42101027100	Census Tract 271	22724
42101027200	Census Tract 272	17942
42101027300	Census Tract 273	27715
42101027500	Census Tract 275	16240
42101027600	Census Tract 276	17718
42101027700	Census Tract 277	25288
42101027800	Census Tract 278	18486
42101028000	Census Tract 280	22199
42101028100	Census Tract 281	24595
42101028200	Census Tract 282	17394
42101031800	Census Tract 318	22596
42101031900	Census Tract 319	15769
42101032000	Census Tract 320	21608
42101032100	Census Tract 321	17914
42101032300	Census Tract 323	17918
42101032500	Census Tract 325	17951
42101032600	Census Tract 326	17945
42101989100	Census Tract 9891	22556
42101032900	Census Tract 329	23503
42101033000	Census Tract 330	22705
42101033200	Census Tract 332	32633
42101980300	Census Tract 9803	23857
42101035500	Census Tract 355	26132
42101035800	Census Tract 358	26141
42101035900	Census Tract 359	29965
42101036000	Census Tract 360	30204
42101036100	Census Tract 361	22892
42101036203	Census Tract 362.03	22936
42101035302	Census Tract 353.02	23704
42101036201	Census Tract 362.01	23905
42101036302	Census Tract 363.02	22659
42101036900	Census Tract 369	22232
42101037300	Census Tract 373	29444
42101037200	Census Tract 372	18577
42101038300	Census Tract 383	17657
42101039000	Census Tract 390	30387
42101037800	Census Tract 378	30841
42101037700	Census Tract 377	16868
